"AE_NAME","ID","MEDDRA_AE_NAME","MEDDRA_ID"
"Free thyroxine index normal","10059897","Free thyroxine index normal","10059897"
"Urinary system x-ray abnormal","10059910","Urinary system x-ray abnormal","10059910"
"Spinal cord oedema","10059911","Spinal cord oedema","10059911"
"Thyroglossal cyst","10059912","Thyroglossal cyst","10059912"
"Thyroglossal cyst excision","10059936","Thyroglossal cyst excision","10059936"
"Chondritis","10059941","Chondritis","10059941"
"Rash papulosquamous","10059961","Rash papulosquamous","10059961"
"Pleural decortication","10059972","Pleural decortication","10059972"
"Generalised vaccinia","10059993","Generalised vaccinia","10059993"
"Smoke sensitivity","10059994","Smoke sensitivity","10059994"
"Cavernous sinus thrombosis","10060022","Cavernous sinus thrombosis","10060022"
"Paraneoplastic syndrome","10060036","Paraneoplastic syndrome","10060036"
"Weight loss poor","10060086","Weight loss poor","10060086"
"Influenza A virus test negative","10060757","Influenza A virus test negative","10060757"
"Bilirubin conjugated normal","10060915","Bilirubin conjugated normal","10060915"
"Hepatitis B DNA assay negative","10061286","Hepatitis B DNA assay negative","10061286"
"Neurogenic bowel","10061346","Neurogenic bowel","10061346"
"Intestinal fistula","10061357","Intestinal fistula","10061357"
"Gallbladder enlargement","10061724","Gallbladder enlargement","10061724"
"Laryngoscopy abnormal","10061727","Laryngoscopy abnormal","10061727"
"Ultrasound testes","10062071","Ultrasound testes","10062071"
"Oral infection","10062072","Oral infection","10062072"
"Vascular test","10062073","Vascular test","10062073"
"Angiofibroma","10062184","Angiofibroma","10062184"
"Nasal cavity mass","10062186","Nasal cavity mass","10062186"
"Anal abscess","10062187","Anal abscess","10062187"
"Funisitis","10062188","Funisitis","10062188"
"Body tinea","10062189","Body tinea","10062189"
"Abdominal infection","10062191","Abdominal infection","10062191"
"Acupuncture","10062192","Acupuncture","10062192"
"Infusion site warmth","10062994","Infusion site warmth","10062994"
"Foetal hypokinesia","10063255","Foetal hypokinesia","10063255"
"Cardiopulmonary failure","10063336","Cardiopulmonary failure","10063336"
"Encephalitic infection","10058805","Encephalitis","10014581"
"Pleural disorder","10064232","Pleural disorder","10064232"
"Complicated migraine","10056236","Migraine","10027599"
"Pulmonary mass","10069403","Pulmonary mass","10069403"
"Pneumocystis jiroveci infection","10064107","Pneumocystis jirovecii infection","10073756"
"Cervical incompetence","10071662","Cervical incompetence","10071662"
"Pancreas infection","10072962","Pancreas infection","10072962"
"Blood folate decreased","10072963","Blood folate decreased","10072963"
"Vitamin B6 decreased","10002791","Vitamin B6 decreased","10002791"
"Liver transplant rejection","10002793","Liver transplant rejection","10002793"
"Upper respiratory tract infection bacterial","10002794","Upper respiratory tract infection bacterial","10002794"
"Starvation","10005485","Starvation","10005485"
"Somatosensory evoked potentials abnormal","10005486","Somatosensory evoked potentials abnormal","10005486"
"Anti-GAD antibody positive","10005488","Anti-GAD antibody positive","10005488"
"Vitamin D decreased","10011527","Vitamin D decreased","10011527"
"Thyroid cancer","10011528","Thyroid cancer","10011528"
"Pancreatic carcinoma","10011529","Pancreatic carcinoma","10011529"
"Pyelonephritis acute","10011621","Pyelonephritis acute","10011621"
"Indifference","10011629","Indifference","10011629"
"Negativism","10011630","Negativism","10011630"
"Neurotic disorder of childhood","10011631","Neurotic disorder of childhood","10011631"
"Newcastle disease","10011632","Newcastle disease","10011632"
"Heterophoria","10011633","Heterophoria","10011633"
"Cytomegalovirus antibody","10050524","Cytomegalovirus test","10061806"
"Gingival recession","10011635","Gingival recession","10011635"
"Labyrinthine fistula","10011636","Labyrinthine fistula","10011636"
"Ear operation","10011637","Ear operation","10011637"
"Lacrimation decreased","10011638","Lacrimation decreased","10011638"
"Salivary gland disorder","10011639","Salivary gland disorder","10011639"
"Hepatic encephalopathy","10011640","Hepatic encephalopathy","10011640"
"Osmotic demyelination syndrome","10011641","Osmotic demyelination syndrome","10011641"
"Chorioretinal scar","10011642","Chorioretinal scar","10011642"
"Choroiditis","10011643","Choroiditis","10011643"
"Intraocular pressure test normal","10018654","Intraocular pressure test normal","10018654"
"Biopsy lymph gland normal","10018655","Biopsy lymph gland normal","10018655"
"Laparoscopic surgery","10018656","Laparoscopic surgery","10018656"
"Bronchial secretion retention","10019721","Bronchial secretion retention","10019721"
"Viral load increased","10019722","Viral load increased","10019722"
"Pemphigus","10019723","Pemphigus","10019723"
"Electrophoresis normal","10019725","Electrophoresis normal","10019725"
"Amblyopia strabismic","10019732","Amblyopia strabismic","10019732"
"Biopsy foetal abnormal","10019733","Biopsy foetal abnormal","10019733"
"Bacteria stool no organisms observed","10061675","Bacterial test negative","10065004"
"Microscopy","10019735","Microscopy","10019735"
"Virus stool test positive","10047496","Viral test positive","10059424"
"Muscle enzyme","10019742","Muscle enzyme","10019742"
"CD4/CD8 ratio","10019745","CD4/CD8 ratio","10019745"
"Stress cardiomyopathy","10019746","Stress cardiomyopathy","10019746"
"Immune complex assay","10019747","Immune complex assay","10019747"
"Linear IgA disease","10019748","Linear IgA disease","10019748"
"Hepatoblastoma","10019749","Hepatoblastoma","10019749"
"Cardioactive drug level","10019750","Cardioactive drug level","10019750"
"Lagophthalmos","10020185","Lagophthalmos","10020185"
"Rhesus antibodies positive","10020186","Rhesus antibodies positive","10020186"
"Vitamin B1 decreased","10020187","Vitamin B1 decreased","10020187"
"Minimum inhibitory concentration","10020188","Minimum inhibitory concentration","10020188"
"Blood immunoglobulin A abnormal","10027012","Blood immunoglobulin A abnormal","10027012"
"B-cell lymphoma","10027013","B-cell lymphoma","10027013"
"Heart valve replacement","10027644","Heart valve replacement","10027644"
"Gammopathy","10027920","Gammopathy","10027920"
"Cytomegalovirus antigen","10050526","Cytomegalovirus test","10061806"
"Urticaria papular","10027922","Urticaria papular","10027922"
"Nipple swelling","10033904","Nipple swelling","10033904"
"Capillary nail refill test abnormal","10033905","Capillary nail refill test abnormal","10033905"
"Sputum increased","10033906","Sputum increased","10033906"
"Macrophages increased","10033908","Macrophages increased","10033908"
"Synovial fluid crystal","10036448","Synovial fluid crystal","10036448"
"Blood acid phosphatase","10036449","Blood acid phosphatase","10036449"
"Blood triglycerides","10039257","Blood triglycerides","10039257"
"Electroneurography","10039258","Electroneurography","10039258"
"Oesophagitis ulcerative","10039259","Oesophagitis ulcerative","10039259"
"Tachycardia foetal","10039262","Tachycardia foetal","10039262"
"Diaphragmatic disorder","10044726","Diaphragmatic disorder","10044726"
"Neisseria infection","10044727","Neisseria infection","10044727"
"Cardiovascular function test","10044728","Cardiovascular function test","10044728"
"CSF virus identified","10049826","CSF virus identified","10049826"
"Blood arsenic increased","10049827","Blood arsenic increased","10049827"
"Staphylococcal scalded skin syndrome","10049828","Staphylococcal scalded skin syndrome","10049828"
"Compulsions","10049829","Compulsions","10049829"
"Oral mucosal erythema","10050408","Oral mucosal erythema","10050408"
"Gastrointestinal stoma complication","10050409","Gastrointestinal stoma complication","10050409"
"Neutrophilia","10050410","Neutrophilia","10050410"
"Pharyngeal haemorrhage","10050411","Pharyngeal haemorrhage","10050411"
"Urine protein/creatinine ratio increased","10050419","Urine protein/creatinine ratio increased","10050419"
"Pleural calcification","10050529","Pleural calcification","10050529"
"Sweat test","10050542","Sweat test","10050542"
"Meningococcal bacteraemia","10050680","Meningococcal bacteraemia","10050680"
"Fundoscopy abnormal","10050681","Fundoscopy abnormal","10050681"
"Anti-GAD antibody negative","10050914","Anti-GAD antibody negative","10050914"
"Cryoglobulins present","10050921","Cryoglobulins present","10050921"
"Tongue tie operation","10050941","Tongue tie operation","10050941"
"Urticaria pigmentosa","10050991","Urticaria pigmentosa","10050991"
"Slit-lamp tests abnormal","10051160","Slit-lamp tests abnormal","10051160"
"Wrist surgery","10051612","Wrist surgery","10051612"
"Bone marrow disorder","10051620","Bone marrow disorder","10051620"
"Fasciotomy","10051622","Fasciotomy","10051622"
"Streptococcal sepsis","10051796","Streptococcal sepsis","10051796"
"Cryptococcus test","10052297","Cryptococcus test","10052297"
"Parvovirus B19 test","10052324","Parvovirus B19 test","10052324"
"Borrelia test","10052328","Borrelia test","10052328"
"Varicella virus test","10052329","Varicella virus test","10052329"
"Systemic sclerosis","10042953","Systemic scleroderma","10078638"
"Joint injection","10053075","Joint injection","10053075"
"Aspiration bone marrow abnormal","10053817","Aspiration bone marrow abnormal","10053817"
"Megakaryocytes increased","10053818","Megakaryocytes increased","10053818"
"Platelet morphology abnormal","10056278","Platelet morphology abnormal","10056278"
"Polychromasia","10056299","Polychromasia","10056299"
"Red blood cell schistocytes present","10057985","Red blood cell schistocytes present","10057985"
"Simple partial seizures","10057993","Simple partial seizures","10057993"
"Subcorneal pustular dermatosis","10057995","Subcorneal pustular dermatosis","10057995"
"Adenovirus test","10058736","Adenovirus test","10058736"
"Medical diet","10058751","Medical diet","10058751"
"Scan abnormal","10058761","Scan abnormal","10058761"
"Ultrasound chest","10058762","Ultrasound chest","10058762"
"Rift Valley fever","10058763","Rift Valley fever","10058763"
"Clostridium test positive","10058764","Clostridium test positive","10058764"
"ACTH stimulation test normal","10059421","ACTH stimulation test normal","10059421"
"Temperature regulation disorder","10059422","Temperature regulation disorder","10059422"
"Wound complication","10059423","Wound complication","10059423"
"Calcium ionised decreased","10059424","Calcium ionised decreased","10059424"
"Monoclonal immunoglobulin present","10059539","Monoclonal immunoglobulin present","10059539"
"Plasma cell disorder","10059542","Plasma cell disorder","10059542"
"Vaccinia test positive","10059638","Vaccinia test positive","10059638"
"Injury associated with device","10059644","Injury associated with device","10059644"
"Ear pruritus","10059645","Ear pruritus","10059645"
"Injection site erosion","10059646","Injection site erosion","10059646"
"Penile swelling","10059647","Penile swelling","10059647"
"Nasal ulcer","10059672","Nasal ulcer","10059672"
"Bordetella test positive","10059992","Bordetella test positive","10059992"
"Bottle feeding","10060027","Bottle feeding","10060027"
"Administration related reaction","10060047","Administration related reaction","10060047"
"Neonatal candida infection","10060048","Neonatal candida infection","10060048"
"Laryngomalacia","10060066","Laryngomalacia","10060066"
"Exomphalos","10060114","Exomphalos","10060114"
"Product container issue","10060124","Product container issue","10060124"
"Genital labial adhesions","10060812","Genital labial adhesions","10060812"
"Vitamin B12 increased","10060827","Vitamin B12 increased","10060827"
"Facial asymmetry","10060828","Facial asymmetry","10060828"
"Skin oedema","10061447","Skin oedema","10061447"
"Bone cyst","10061448","Bone cyst","10061448"
"Congenital choroid plexus cyst","10061449","Congenital choroid plexus cyst","10061449"
"Transferrin normal","10061794","Transferrin normal","10061794"
"Thalassaemia","10061795","Thalassaemia","10061795"
"Tinea capitis","10061800","Tinea capitis","10061800"
"Skeletal survey","10061801","Skeletal survey","10061801"
"Enterovirus test negative","10061806","Enterovirus test negative","10061806"
"Congenital skin disorder","10061999","Congenital skin disorder","10061999"
